Day,WY,month,discharge_cfps,wy_date,E_day,r_day,dishcarge_cmps
1,2001,MAR,NA,2001-03-01,NA,NA,NA
1,2001,APR,NA,2001-04-01,NA,NA,NA
1,2001,MAY,3.7,2001-05-01,NA,NA,0.10477233239039999
1,2001,JUN,0.09,2001-06-01,NA,NA,0.0025485161932799994
1,2001,JUL,0.08,2001-07-01,NA,NA,0.0022653477273599995
1,2001,AUG,0.39,2001-08-01,NA,NA,0.011043570170879997
1,2001,SEP,NA,2001-09-01,NA,NA,NA
2,2001,OCT,NA,2001-10-02,NA,NA,NA
2,2001,NOV,NA,2001-11-02,NA,NA,NA
2,2001,DEC,NA,2001-12-02,NA,NA,NA
2,2001,JAN,NA,2001-01-02,NA,NA,NA
2,2001,FEB,NA,2001-02-02,NA,NA,NA
2,2001,MAR,NA,2001-03-02,NA,NA,NA
2,2001,APR,NA,2001-04-02,NA,NA,NA
2,2001,MAY,2.7,2001-05-02,NA,NA,0.07645548579839999
2,2001,JUN,0.09,2001-06-02,NA,NA,0.0025485161932799994
2,2001,JUL,0.08,2001-07-02,NA,NA,0.0022653477273599995
2,2001,AUG,0.57,2001-08-02,NA,NA,0.016140602557439994
2,2001,SEP,NA,2001-09-02,NA,NA,NA
3,2001,OCT,NA,2001-10-03,NA,NA,NA
3,2001,NOV,NA,2001-11-03,NA,NA,NA
3,2001,DEC,NA,2001-12-03,NA,NA,NA
3,2001,JAN,NA,2001-01-03,NA,NA,NA
3,2001,FEB,NA,2001-02-03,NA,NA,NA
3,2001,MAR,NA,2001-03-03,NA,NA,NA
3,2001,APR,NA,2001-04-03,NA,NA,NA
3,2001,MAY,3.7,2001-05-03,NA,NA,0.10477233239039999
3,2001,JUN,0.08,2001-06-03,NA,NA,0.0022653477273599995
3,2001,JUL,0.07,2001-07-03,NA,NA,0.0019821792614399996
3,2001,AUG,0.17,2001-08-03,NA,NA,0.00481386392064
3,2001,SEP,NA,2001-09-03,NA,NA,NA
4,2001,OCT,NA,2001-10-04,NA,NA,NA
4,2001,NOV,NA,2001-11-04,NA,NA,NA
4,2001,DEC,NA,2001-12-04,NA,NA,NA
4,2001,JAN,NA,2001-01-04,NA,NA,NA
4,2001,FEB,NA,2001-02-04,NA,NA,NA
4,2001,MAR,NA,2001-03-04,NA,NA,NA
4,2001,APR,NA,2001-04-04,NA,NA,NA
4,2001,MAY,4.1,2001-05-04,NA,NA,0.11609907102719996
4,2001,JUN,0.07,2001-06-04,NA,NA,0.0019821792614399996
4,2001,JUL,0.07,2001-07-04,NA,NA,0.0019821792614399996
4,2001,AUG,0.12,2001-08-04,NA,NA,0.0033980215910399993
4,2001,SEP,NA,2001-09-04,NA,NA,NA
5,2001,OCT,NA,2001-10-05,NA,NA,NA
5,2001,NOV,NA,2001-11-05,NA,NA,NA
5,2001,DEC,NA,2001-12-05,NA,NA,NA
5,2001,JAN,NA,2001-01-05,NA,NA,NA
5,2001,FEB,NA,2001-02-05,NA,NA,NA
5,2001,MAR,NA,2001-03-05,NA,NA,NA
5,2001,APR,NA,2001-04-05,NA,NA,NA
5,2001,MAY,3.4,2001-05-05,NA,NA,0.09627727841279997
5,2001,JUN,0.08,2001-06-05,NA,NA,0.0022653477273599995
5,2001,JUL,0.07,2001-07-05,NA,NA,0.0019821792614399996
5,2001,AUG,0.11,2001-08-05,NA,NA,0.0031148531251199993
5,2001,SEP,NA,2001-09-05,NA,NA,NA
6,2001,OCT,NA,2001-10-06,NA,NA,NA
6,2001,NOV,NA,2001-11-06,NA,NA,NA
6,2001,DEC,NA,2001-12-06,NA,NA,NA
6,2001,JAN,NA,2001-01-06,NA,NA,NA
6,2001,FEB,NA,2001-02-06,NA,NA,NA
6,2001,MAR,NA,2001-03-06,NA,NA,NA
6,2001,APR,NA,2001-04-06,NA,NA,NA
6,2001,MAY,2.7,2001-05-06,NA,NA,0.07645548579839999
6,2001,JUN,0.08,2001-06-06,NA,NA,0.0022653477273599995
6,2001,JUL,0.07,2001-07-06,NA,NA,0.0019821792614399996
6,2001,AUG,0.06,2001-08-06,NA,NA,0.0016990107955199996
6,2001,SEP,NA,2001-09-06,NA,NA,NA
7,2001,OCT,NA,2001-10-07,NA,NA,NA
7,2001,NOV,NA,2001-11-07,NA,NA,NA
7,2001,DEC,NA,2001-12-07,NA,NA,NA
7,2001,JAN,NA,2001-01-07,NA,NA,NA
7,2001,FEB,NA,2001-02-07,NA,NA,NA
7,2001,MAR,NA,2001-03-07,NA,NA,NA
7,2001,APR,NA,2001-04-07,NA,NA,NA
7,2001,MAY,2,2001-05-07,NA,NA,0.05663369318399999
7,2001,JUN,0.09,2001-06-07,NA,NA,0.0025485161932799994
7,2001,JUL,0.12,2001-07-07,NA,NA,0.0033980215910399993
7,2001,AUG,0.24,2001-08-07,NA,NA,0.0067960431820799985
7,2001,SEP,NA,2001-09-07,NA,NA,NA
8,2001,OCT,NA,2001-10-08,NA,NA,NA
8,2001,NOV,NA,2001-11-08,NA,NA,NA
8,2001,DEC,NA,2001-12-08,NA,NA,NA
8,2001,JAN,NA,2001-01-08,NA,NA,NA
8,2001,FEB,NA,2001-02-08,NA,NA,NA
8,2001,MAR,NA,2001-03-08,NA,NA,NA
8,2001,APR,NA,2001-04-08,NA,NA,NA
8,2001,MAY,1.5,2001-05-08,NA,NA,0.04247526988799999
8,2001,JUN,0.08,2001-06-08,NA,NA,0.0022653477273599995
8,2001,JUL,0.13,2001-07-08,NA,NA,0.0036811900569599996
8,2001,AUG,0.24,2001-08-08,NA,NA,0.0067960431820799985
8,2001,SEP,NA,2001-09-08,NA,NA,NA
9,2001,OCT,NA,2001-10-09,NA,NA,NA
9,2001,NOV,NA,2001-11-09,NA,NA,NA
9,2001,DEC,NA,2001-12-09,NA,NA,NA
9,2001,JAN,NA,2001-01-09,NA,NA,NA
9,2001,FEB,NA,2001-02-09,NA,NA,NA
9,2001,MAR,NA,2001-03-09,NA,NA,NA
9,2001,APR,NA,2001-04-09,NA,NA,NA
9,2001,MAY,0.98,2001-05-09,NA,NA,0.027750509660159992
9,2001,JUN,0.07,2001-06-09,NA,NA,0.0019821792614399996
9,2001,JUL,0.14,2001-07-09,NA,NA,0.003964358522879999
9,2001,AUG,0.35,2001-08-09,NA,NA,0.009910896307199997
9,2001,SEP,NA,2001-09-09,NA,NA,NA
10,2001,OCT,NA,2001-10-10,NA,NA,NA
10,2001,NOV,NA,2001-11-10,NA,NA,NA
10,2001,DEC,NA,2001-12-10,NA,NA,NA
10,2001,JAN,NA,2001-01-10,NA,NA,NA
10,2001,FEB,NA,2001-02-10,NA,NA,NA
10,2001,MAR,NA,2001-03-10,NA,NA,NA
10,2001,APR,9.3,2001-04-10,NA,NA,0.26334667330559997
10,2001,MAY,0.57,2001-05-10,NA,NA,0.016140602557439994
10,2001,JUN,0.07,2001-06-10,NA,NA,0.0019821792614399996
10,2001,JUL,0.25,2001-07-10,NA,NA,0.0070792116479999985
10,2001,AUG,0.76,2001-08-10,NA,NA,0.021520803409919995
10,2001,SEP,NA,2001-09-10,NA,NA,NA
11,2001,OCT,NA,2001-10-11,NA,NA,NA
11,2001,NOV,NA,2001-11-11,NA,NA,NA
11,2001,DEC,NA,2001-12-11,NA,NA,NA
11,2001,JAN,NA,2001-01-11,NA,NA,NA
11,2001,FEB,NA,2001-02-11,NA,NA,NA
11,2001,MAR,NA,2001-03-11,NA,NA,NA
11,2001,APR,5.4,2001-04-11,NA,NA,0.15291097159679998
11,2001,MAY,0.43,2001-05-11,NA,NA,0.012176244034559996
11,2001,JUN,0.06,2001-06-11,NA,NA,0.0016990107955199996
11,2001,JUL,0.18,2001-07-11,NA,NA,0.005097032386559999
11,2001,AUG,0.54,2001-08-11,NA,NA,0.015291097159679998
11,2001,SEP,NA,2001-09-11,NA,NA,NA
12,2001,OCT,NA,2001-10-12,NA,NA,NA
12,2001,NOV,NA,2001-11-12,NA,NA,NA
12,2001,DEC,NA,2001-12-12,NA,NA,NA
12,2001,JAN,NA,2001-01-12,NA,NA,NA
12,2001,FEB,NA,2001-02-12,NA,NA,NA
12,2001,MAR,NA,2001-03-12,NA,NA,NA
12,2001,APR,4.9,2001-04-12,NA,NA,0.1387525483008
12,2001,MAY,0.37,2001-05-12,NA,NA,0.010477233239039997
12,2001,JUN,0.05,2001-06-12,NA,NA,0.0014158423296
12,2001,JUL,0.14,2001-07-12,NA,NA,0.003964358522879999
12,2001,AUG,0.5,2001-08-12,NA,NA,0.014158423295999997
12,2001,SEP,NA,2001-09-12,NA,NA,NA
13,2001,OCT,NA,2001-10-13,NA,NA,NA
13,2001,NOV,NA,2001-11-13,NA,NA,NA
13,2001,DEC,NA,2001-12-13,NA,NA,NA
13,2001,JAN,NA,2001-01-13,NA,NA,NA
13,2001,FEB,NA,2001-02-13,NA,NA,NA
13,2001,MAR,NA,2001-03-13,NA,NA,NA
13,2001,APR,6.9,2001-04-13,NA,NA,0.19538624148479997
13,2001,MAY,0.5,2001-05-13,NA,NA,0.014158423295999997
13,2001,JUN,0.06,2001-06-13,NA,NA,0.0016990107955199996
13,2001,JUL,0.19,2001-07-13,NA,NA,0.005380200852479999
13,2001,AUG,0.48,2001-08-13,NA,NA,0.013592086364159997
13,2001,SEP,NA,2001-09-13,NA,NA,NA
14,2001,OCT,NA,2001-10-14,NA,NA,NA
14,2001,NOV,NA,2001-11-14,NA,NA,NA
14,2001,DEC,NA,2001-12-14,NA,NA,NA
14,2001,JAN,NA,2001-01-14,NA,NA,NA
14,2001,FEB,NA,2001-02-14,NA,NA,NA
14,2001,MAR,NA,2001-03-14,NA,NA,NA
14,2001,APR,11,2001-04-14,NA,NA,0.3114853125119999
14,2001,MAY,0.75,2001-05-14,NA,NA,0.021237634943999995
14,2001,JUN,0.06,2001-06-14,NA,NA,0.0016990107955199996
14,2001,JUL,0.16,2001-07-14,NA,NA,0.004530695454719999
14,2001,AUG,0.43,2001-08-14,NA,NA,0.012176244034559996
14,2001,SEP,NA,2001-09-14,NA,NA,NA
15,2001,OCT,NA,2001-10-15,NA,NA,NA
15,2001,NOV,NA,2001-11-15,NA,NA,NA
15,2001,DEC,NA,2001-12-15,NA,NA,NA
15,2001,JAN,NA,2001-01-15,NA,NA,NA
15,2001,FEB,NA,2001-02-15,NA,NA,NA
15,2001,MAR,NA,2001-03-15,NA,NA,NA
15,2001,APR,NA,2001-04-15,NA,r,NA
15,2001,MAY,0.42,2001-05-15,NA,NA,0.011893075568639997
15,2001,JUN,0.05,2001-06-15,NA,NA,0.0014158423296
15,2001,JUL,0.12,2001-07-15,NA,NA,0.0033980215910399993
15,2001,AUG,0.39,2001-08-15,NA,NA,0.011043570170879997
15,2001,SEP,NA,2001-09-15,NA,NA,NA
16,2001,OCT,NA,2001-10-16,NA,NA,NA
16,2001,NOV,NA,2001-11-16,NA,NA,NA
16,2001,DEC,NA,2001-12-16,NA,NA,NA
16,2001,JAN,NA,2001-01-16,NA,NA,NA
16,2001,FEB,NA,2001-02-16,NA,NA,NA
16,2001,MAR,NA,2001-03-16,NA,NA,NA
16,2001,APR,NA,2001-04-16,NA,r,NA
16,2001,MAY,0.3,2001-05-16,NA,NA,0.008495053977599998
16,2001,JUN,0.04,2001-06-16,NA,NA,0.0011326738636799998
16,2001,JUL,0.09,2001-07-16,NA,NA,0.0025485161932799994
16,2001,AUG,0.4,2001-08-16,NA,NA,0.0113267386368
16,2001,SEP,NA,2001-09-16,NA,NA,NA
17,2001,OCT,NA,2001-10-17,NA,NA,NA
17,2001,NOV,NA,2001-11-17,NA,NA,NA
17,2001,DEC,NA,2001-12-17,NA,NA,NA
17,2001,JAN,NA,2001-01-17,NA,NA,NA
17,2001,FEB,NA,2001-02-17,NA,NA,NA
17,2001,MAR,NA,2001-03-17,NA,NA,NA
17,2001,APR,NA,2001-04-17,NA,r,NA
17,2001,MAY,0.24,2001-05-17,NA,NA,0.0067960431820799985
17,2001,JUN,0.03,2001-06-17,NA,NA,8.495053977599998e-4
17,2001,JUL,0.11,2001-07-17,NA,NA,0.0031148531251199993
17,2001,AUG,0.37,2001-08-17,NA,NA,0.010477233239039997
17,2001,SEP,NA,2001-09-17,NA,NA,NA
18,2001,OCT,NA,2001-10-18,NA,NA,NA
18,2001,NOV,NA,2001-11-18,NA,NA,NA
18,2001,DEC,NA,2001-12-18,NA,NA,NA
18,2001,JAN,NA,2001-01-18,NA,NA,NA
18,2001,FEB,NA,2001-02-18,NA,NA,NA
18,2001,MAR,NA,2001-03-18,NA,NA,NA
18,2001,APR,14,2001-04-18,NA,NA,0.39643585228799993
18,2001,MAY,0.21,2001-05-18,NA,NA,0.005946537784319999
18,2001,JUN,0.03,2001-06-18,NA,NA,8.495053977599998e-4
18,2001,JUL,0.12,2001-07-18,NA,NA,0.0033980215910399993
18,2001,AUG,0.36,2001-08-18,NA,NA,0.010194064773119998
18,2001,SEP,NA,2001-09-18,NA,NA,NA
19,2001,OCT,NA,2001-10-19,NA,NA,NA
19,2001,NOV,NA,2001-11-19,NA,NA,NA
19,2001,DEC,NA,2001-12-19,NA,NA,NA
19,2001,JAN,NA,2001-01-19,NA,NA,NA
19,2001,FEB,NA,2001-02-19,NA,NA,NA
19,2001,MAR,NA,2001-03-19,NA,NA,NA
19,2001,APR,12,2001-04-19,NA,NA,0.3398021591039999
19,2001,MAY,0.22,2001-05-19,NA,NA,0.006229706250239999
19,2001,JUN,0.02,2001-06-19,NA,NA,5.663369318399999e-4
19,2001,JUL,0.12,2001-07-19,NA,NA,0.0033980215910399993
19,2001,AUG,0.51,2001-08-19,NA,NA,0.014441591761919996
19,2001,SEP,NA,2001-09-19,NA,NA,NA
20,2001,OCT,NA,2001-10-20,NA,NA,NA
20,2001,NOV,NA,2001-11-20,NA,NA,NA
20,2001,DEC,NA,2001-12-20,NA,NA,NA
20,2001,JAN,NA,2001-01-20,NA,NA,NA
20,2001,FEB,NA,2001-02-20,NA,NA,NA
20,2001,MAR,NA,2001-03-20,NA,NA,NA
20,2001,APR,8.9,2001-04-20,NA,NA,0.25201993466879996
20,2001,MAY,0.2,2001-05-20,NA,NA,0.0056633693184
20,2001,JUN,0.02,2001-06-20,NA,NA,5.663369318399999e-4
20,2001,JUL,0.13,2001-07-20,NA,NA,0.0036811900569599996
20,2001,AUG,0.47,2001-08-20,NA,NA,0.013308917898239996
20,2001,SEP,NA,2001-09-20,NA,NA,NA
21,2001,OCT,NA,2001-10-21,NA,NA,NA
21,2001,NOV,NA,2001-11-21,NA,NA,NA
21,2001,DEC,NA,2001-12-21,NA,NA,NA
21,2001,JAN,NA,2001-01-21,NA,NA,NA
21,2001,FEB,NA,2001-02-21,NA,NA,NA
21,2001,MAR,NA,2001-03-21,NA,NA,NA
21,2001,APR,5.7,2001-04-21,NA,NA,0.16140602557439995
21,2001,MAY,0.16,2001-05-21,NA,NA,0.004530695454719999
21,2001,JUN,0.03,2001-06-21,NA,NA,8.495053977599998e-4
21,2001,JUL,0.12,2001-07-21,NA,NA,0.0033980215910399993
21,2001,AUG,0.53,2001-08-21,NA,NA,0.015007928693759998
21,2001,SEP,NA,2001-09-21,NA,NA,NA
22,2001,OCT,NA,2001-10-22,NA,NA,NA
22,2001,NOV,NA,2001-11-22,NA,NA,NA
22,2001,DEC,NA,2001-12-22,NA,NA,NA
22,2001,JAN,NA,2001-01-22,NA,NA,NA
22,2001,FEB,NA,2001-02-22,NA,NA,NA
22,2001,MAR,NA,2001-03-22,NA,NA,NA
22,2001,APR,5,2001-04-22,NA,NA,0.14158423295999994
22,2001,MAY,0.13,2001-05-22,NA,NA,0.0036811900569599996
22,2001,JUN,0.04,2001-06-22,NA,NA,0.0011326738636799998
22,2001,JUL,0.1,2001-07-22,NA,NA,0.0028316846592
22,2001,AUG,0.45,2001-08-22,NA,NA,0.012742580966399996
22,2001,SEP,NA,2001-09-22,NA,NA,NA
23,2001,OCT,NA,2001-10-23,NA,NA,NA
23,2001,NOV,NA,2001-11-23,NA,NA,NA
23,2001,DEC,NA,2001-12-23,NA,NA,NA
23,2001,JAN,NA,2001-01-23,NA,NA,NA
23,2001,FEB,NA,2001-02-23,NA,NA,NA
23,2001,MAR,NA,2001-03-23,NA,NA,NA
23,2001,APR,NA,2001-04-23,NA,r,NA
23,2001,MAY,0.13,2001-05-23,NA,NA,0.0036811900569599996
23,2001,JUN,0.06,2001-06-23,NA,NA,0.0016990107955199996
23,2001,JUL,0.09,2001-07-23,NA,NA,0.0025485161932799994
23,2001,AUG,0.41,2001-08-23,NA,NA,0.011609907102719997
23,2001,SEP,NA,2001-09-23,NA,NA,NA
24,2001,OCT,NA,2001-10-24,NA,NA,NA
24,2001,NOV,NA,2001-11-24,NA,NA,NA
24,2001,DEC,NA,2001-12-24,NA,NA,NA
24,2001,JAN,NA,2001-01-24,NA,NA,NA
24,2001,FEB,NA,2001-02-24,NA,NA,NA
24,2001,MAR,NA,2001-03-24,NA,NA,NA
24,2001,APR,11,2001-04-24,NA,NA,0.3114853125119999
24,2001,MAY,0.11,2001-05-24,NA,NA,0.0031148531251199993
24,2001,JUN,0.07,2001-06-24,NA,NA,0.0019821792614399996
24,2001,JUL,0.1,2001-07-24,NA,NA,0.0028316846592
24,2001,AUG,0.39,2001-08-24,NA,NA,0.011043570170879997
24,2001,SEP,NA,2001-09-24,NA,NA,NA
25,2001,OCT,NA,2001-10-25,NA,NA,NA
25,2001,NOV,NA,2001-11-25,NA,NA,NA
25,2001,DEC,NA,2001-12-25,NA,NA,NA
25,2001,JAN,NA,2001-01-25,NA,NA,NA
25,2001,FEB,NA,2001-02-25,NA,NA,NA
25,2001,MAR,NA,2001-03-25,NA,NA,NA
25,2001,APR,9.1,2001-04-25,NA,NA,0.2576833039871999
25,2001,MAY,0.12,2001-05-25,NA,NA,0.0033980215910399993
25,2001,JUN,0.07,2001-06-25,NA,NA,0.0019821792614399996
25,2001,JUL,0.09,2001-07-25,NA,NA,0.0025485161932799994
25,2001,AUG,0.38,2001-08-25,NA,NA,0.010760401704959998
25,2001,SEP,NA,2001-09-25,NA,NA,NA
26,2001,OCT,NA,2001-10-26,NA,NA,NA
26,2001,NOV,NA,2001-11-26,NA,NA,NA
26,2001,DEC,NA,2001-12-26,NA,NA,NA
26,2001,JAN,NA,2001-01-26,NA,NA,NA
26,2001,FEB,NA,2001-02-26,NA,NA,NA
26,2001,MAR,NA,2001-03-26,NA,NA,NA
26,2001,APR,6.6,2001-04-26,NA,NA,0.18689118750719994
26,2001,MAY,0.11,2001-05-26,NA,NA,0.0031148531251199993
26,2001,JUN,0.15,2001-06-26,NA,NA,0.004247526988799999
26,2001,JUL,0.11,2001-07-26,NA,NA,0.0031148531251199993
26,2001,AUG,0.34,2001-08-26,NA,NA,0.00962772784128
26,2001,SEP,NA,2001-09-26,NA,NA,NA
27,2001,OCT,NA,2001-10-27,NA,NA,NA
27,2001,NOV,NA,2001-11-27,NA,NA,NA
27,2001,DEC,NA,2001-12-27,NA,NA,NA
27,2001,JAN,NA,2001-01-27,NA,NA,NA
27,2001,FEB,NA,2001-02-27,NA,NA,NA
27,2001,MAR,NA,2001-03-27,NA,NA,NA
27,2001,APR,NA,2001-04-27,NA,r,NA
27,2001,MAY,0.11,2001-05-27,NA,NA,0.0031148531251199993
27,2001,JUN,0.09,2001-06-27,NA,NA,0.0025485161932799994
27,2001,JUL,0.1,2001-07-27,NA,NA,0.0028316846592
27,2001,AUG,0.33,2001-08-27,NA,NA,0.009344559375359997
27,2001,SEP,NA,2001-09-27,NA,NA,NA
28,2001,OCT,NA,2001-10-28,NA,NA,NA
28,2001,NOV,NA,2001-11-28,NA,NA,NA
28,2001,DEC,NA,2001-12-28,NA,NA,NA
28,2001,JAN,NA,2001-01-28,NA,NA,NA
28,2001,FEB,NA,2001-02-28,NA,NA,NA
28,2001,MAR,NA,2001-03-28,NA,NA,NA
28,2001,APR,NA,2001-04-28,NA,r,NA
28,2001,MAY,0.11,2001-05-28,NA,NA,0.0031148531251199993
28,2001,JUN,0.08,2001-06-28,NA,NA,0.0022653477273599995
28,2001,JUL,0.08,2001-07-28,NA,NA,0.0022653477273599995
28,2001,AUG,0.34,2001-08-28,NA,NA,0.00962772784128
28,2001,SEP,NA,2001-09-28,NA,NA,NA
29,2001,OCT,NA,2001-10-29,NA,NA,NA
29,2001,NOV,NA,2001-11-29,NA,NA,NA
29,2001,DEC,NA,2001-12-29,NA,NA,NA
29,2001,JAN,NA,2001-01-29,NA,NA,NA
29,2001,FEB,NA,NA,NA,NA,NA
29,2001,MAR,NA,2001-03-29,NA,NA,NA
29,2001,APR,7.6,2001-04-29,NA,NA,0.21520803409919992
29,2001,MAY,0.1,2001-05-29,NA,NA,0.0028316846592
29,2001,JUN,0.08,2001-06-29,NA,NA,0.0022653477273599995
29,2001,JUL,0.08,2001-07-29,NA,NA,0.0022653477273599995
29,2001,AUG,NA,2001-08-29,NA,NA,NA
29,2001,SEP,NA,2001-09-29,NA,NA,NA
30,2001,OCT,NA,2001-10-30,NA,NA,NA
30,2001,NOV,NA,2001-11-30,NA,NA,NA
30,2001,DEC,NA,2001-12-30,NA,NA,NA
30,2001,JAN,NA,2001-01-30,NA,NA,NA
30,2001,FEB,NA,NA,NA,NA,NA
30,2001,MAR,NA,2001-03-30,NA,NA,NA
30,2001,APR,4.9,2001-04-30,NA,NA,0.1387525483008
30,2001,MAY,0.1,2001-05-30,NA,NA,0.0028316846592
30,2001,JUN,0.08,2001-06-30,NA,NA,0.0022653477273599995
30,2001,JUL,0.11,2001-07-30,NA,NA,0.0031148531251199993
30,2001,AUG,NA,2001-08-30,NA,NA,NA
30,2001,SEP,NA,2001-09-30,NA,NA,NA
31,2001,OCT,NA,2001-10-31,NA,NA,NA
31,2001,NOV,NA,NA,NA,NA,NA
31,2001,DEC,NA,2001-12-31,NA,NA,NA
31,2001,JAN,NA,2001-01-31,NA,NA,NA
31,2001,FEB,NA,NA,NA,NA,NA
31,2001,MAR,NA,2001-03-31,NA,NA,NA
31,2001,APR,NA,NA,NA,NA,NA
31,2001,MAY,0.1,2001-05-31,NA,NA,0.0028316846592
31,2001,JUN,NA,NA,NA,NA,NA
31,2001,JUL,0.21,2001-07-31,NA,NA,0.005946537784319999
31,2001,AUG,NA,2001-08-31,NA,NA,NA
31,2001,SEP,NA,NA,NA,NA,NA
1,2002,OCT,NA,2002-10-01,NA,NA,NA
1,2002,NOV,NA,2002-11-01,NA,NA,NA
1,2002,DEC,NA,2002-12-01,NA,NA,NA
1,2002,JAN,NA,2002-01-01,NA,NA,NA
1,2002,FEB,NA,2002-02-01,NA,NA,NA
1,2002,MAR,NA,2002-03-01,NA,NA,NA
1,2002,APR,NA,2002-04-01,NA,NA,NA
1,2002,MAY,NA,2002-05-01,NA,NA,NA
1,2002,JUN,NA,2002-06-01,NA,NA,NA
1,2002,JUL,NA,2002-07-01,NA,NA,NA
1,2002,AUG,NA,2002-08-01,NA,NA,NA
1,2002,SEP,NA,2002-09-01,NA,NA,NA
2,2002,OCT,NA,2002-10-02,NA,NA,NA
2,2002,NOV,NA,2002-11-02,NA,NA,NA
2,2002,DEC,NA,2002-12-02,NA,NA,NA
2,2002,JAN,NA,2002-01-02,NA,NA,NA
2,2002,FEB,NA,2002-02-02,NA,NA,NA
2,2002,MAR,NA,2002-03-02,NA,NA,NA
2,2002,APR,NA,2002-04-02,NA,NA,NA
2,2002,MAY,NA,2002-05-02,NA,NA,NA
2,2002,JUN,NA,2002-06-02,NA,NA,NA
2,2002,JUL,NA,2002-07-02,NA,NA,NA
2,2002,AUG,NA,2002-08-02,NA,NA,NA
2,2002,SEP,NA,2002-09-02,NA,NA,NA
3,2002,OCT,NA,2002-10-03,NA,NA,NA
3,2002,NOV,NA,2002-11-03,NA,NA,NA
3,2002,DEC,NA,2002-12-03,NA,NA,NA
3,2002,JAN,NA,2002-01-03,NA,NA,NA
3,2002,FEB,NA,2002-02-03,NA,NA,NA
3,2002,MAR,NA,2002-03-03,NA,NA,NA
3,2002,APR,NA,2002-04-03,NA,NA,NA
3,2002,MAY,NA,2002-05-03,NA,NA,NA
3,2002,JUN,NA,2002-06-03,NA,NA,NA
3,2002,JUL,NA,2002-07-03,NA,NA,NA
3,2002,AUG,NA,2002-08-03,NA,NA,NA
3,2002,SEP,NA,2002-09-03,NA,NA,NA
4,2002,OCT,NA,2002-10-04,NA,NA,NA
4,2002,NOV,NA,2002-11-04,NA,NA,NA
4,2002,DEC,NA,2002-12-04,NA,NA,NA
4,2002,JAN,NA,2002-01-04,NA,NA,NA
4,2002,FEB,NA,2002-02-04,NA,NA,NA
4,2002,MAR,NA,2002-03-04,NA,NA,NA
4,2002,APR,NA,2002-04-04,NA,NA,NA
4,2002,MAY,NA,2002-05-04,NA,NA,NA
4,2002,JUN,NA,2002-06-04,NA,NA,NA
4,2002,JUL,NA,2002-07-04,NA,NA,NA
4,2002,AUG,NA,2002-08-04,NA,NA,NA
4,2002,SEP,NA,2002-09-04,NA,NA,NA
5,2002,OCT,NA,2002-10-05,NA,NA,NA
5,2002,NOV,NA,2002-11-05,NA,NA,NA
5,2002,DEC,NA,2002-12-05,NA,NA,NA
5,2002,JAN,NA,2002-01-05,NA,NA,NA
5,2002,FEB,NA,2002-02-05,NA,NA,NA
5,2002,MAR,NA,2002-03-05,NA,NA,NA
5,2002,APR,NA,2002-04-05,NA,NA,NA
5,2002,MAY,NA,2002-05-05,NA,NA,NA
5,2002,JUN,NA,2002-06-05,NA,NA,NA
5,2002,JUL,NA,2002-07-05,NA,NA,NA
5,2002,AUG,NA,2002-08-05,NA,NA,NA
5,2002,SEP,NA,2002-09-05,NA,NA,NA
6,2002,OCT,NA,2002-10-06,NA,NA,NA
6,2002,NOV,NA,2002-11-06,NA,NA,NA
6,2002,DEC,NA,2002-12-06,NA,NA,NA
6,2002,JAN,NA,2002-01-06,NA,NA,NA
6,2002,FEB,NA,2002-02-06,NA,NA,NA
6,2002,MAR,NA,2002-03-06,NA,NA,NA
6,2002,APR,NA,2002-04-06,NA,NA,NA
6,2002,MAY,NA,2002-05-06,NA,NA,NA
6,2002,JUN,NA,2002-06-06,NA,NA,NA
6,2002,JUL,NA,2002-07-06,NA,NA,NA
6,2002,AUG,NA,2002-08-06,NA,NA,NA
6,2002,SEP,NA,2002-09-06,NA,NA,NA
7,2002,OCT,NA,2002-10-07,NA,NA,NA
7,2002,NOV,NA,2002-11-07,NA,NA,NA
7,2002,DEC,NA,2002-12-07,NA,NA,NA
7,2002,JAN,NA,2002-01-07,NA,NA,NA
7,2002,FEB,NA,2002-02-07,NA,NA,NA
7,2002,MAR,NA,2002-03-07,NA,NA,NA
7,2002,APR,NA,2002-04-07,NA,NA,NA
7,2002,MAY,NA,2002-05-07,NA,NA,NA
7,2002,JUN,NA,2002-06-07,NA,NA,NA
7,2002,JUL,NA,2002-07-07,NA,NA,NA
7,2002,AUG,NA,2002-08-07,NA,NA,NA
7,2002,SEP,NA,2002-09-07,NA,NA,NA
8,2002,OCT,NA,2002-10-08,NA,NA,NA
8,2002,NOV,NA,2002-11-08,NA,NA,NA
8,2002,DEC,NA,2002-12-08,NA,NA,NA
8,2002,JAN,NA,2002-01-08,NA,NA,NA
8,2002,FEB,NA,2002-02-08,NA,NA,NA
8,2002,MAR,NA,2002-03-08,NA,NA,NA
8,2002,APR,NA,2002-04-08,NA,NA,NA
8,2002,MAY,NA,2002-05-08,NA,NA,NA
8,2002,JUN,NA,2002-06-08,NA,NA,NA
8,2002,JUL,NA,2002-07-08,NA,NA,NA
8,2002,AUG,NA,2002-08-08,NA,NA,NA
8,2002,SEP,NA,2002-09-08,NA,NA,NA
9,2002,OCT,NA,2002-10-09,NA,NA,NA
9,2002,NOV,NA,2002-11-09,NA,NA,NA
9,2002,DEC,NA,2002-12-09,NA,NA,NA
