Date,waterYear,tmean,precip_mm,precip_type,month,prism_snow_mm,prism_snow_mm_accum
1981-01-01,1981,2.847,0,rain,1,0,0
1981-01-02,1981,3.645,0,rain,1,0,0
1981-01-03,1981,3.507,0,rain,1,0,0
1981-01-04,1981,3.445,0,rain,1,0,0
1981-01-05,1981,0.173,0,rain,1,0,0
1981-01-06,1981,-1.223,0,snow,1,0,0
1981-01-07,1981,-0.578,0,snow,1,0,0
1981-01-08,1981,0.31,0,rain,1,0,0
1981-01-09,1981,1.328,0,rain,1,0,0
1981-01-10,1981,1.241,0,rain,1,0,0
1981-01-11,1981,0.802,55.776,rain,1,0,0
1981-01-12,1981,0.907,190.061,rain,1,0,0
1981-01-13,1981,0.754,0,rain,1,0,0
1981-01-14,1981,0.298,0,rain,1,0,0
1981-01-15,1981,-0.025,0,snow,1,0,0
1981-01-16,1981,-0.519,0,snow,1,0,0
1981-01-17,1981,-0.452,0,snow,1,0,0
1981-01-18,1981,-0.827,0,snow,1,0,0
1981-01-19,1981,-0.304,0,snow,1,0,0
1981-01-20,1981,-0.417,0,snow,1,0,0
1981-01-21,1981,0.555,0,rain,1,0,0
1981-01-22,1981,2.821,0,rain,1,0,0
1981-01-23,1981,2.843,0,rain,1,0,0
1981-01-24,1981,0.537,0,rain,1,0,0
1981-01-25,1981,-3.204,0,snow,1,0,0
1981-01-26,1981,-3.567,0,snow,1,0,0
1981-01-27,1981,-2.15,391.582,snow,1,391.582,391.582
1981-01-28,1981,-1.122,99.868,snow,1,99.868,491.45
1981-01-29,1981,-0.911,65.49400000000001,snow,1,65.49400000000001,556.944
1981-01-30,1981,-2.679,368.72099999999995,snow,1,368.72099999999995,925.665
1981-01-31,1981,-8.103,0,snow,1,0,925.665
1981-02-01,1981,-6.624,0,snow,2,0,925.665
1981-02-02,1981,-3.97,0,snow,2,0,925.665
1981-02-03,1981,-3.118,0,snow,2,0,925.665
1981-02-04,1981,-2.818,0,snow,2,0,925.665
1981-02-05,1981,-2.298,0,snow,2,0,925.665
1981-02-06,1981,-1.627,0,snow,2,0,925.665
1981-02-07,1981,-1.571,0,snow,2,0,925.665
1981-02-08,1981,0.433,1519.21,rain,2,0,925.665
1981-02-09,1981,-1.766,219.136,snow,2,219.136,1144.801
1981-02-10,1981,-7.443,0,snow,2,0,1144.801
1981-02-11,1981,-3.696,0,snow,2,0,1144.801
1981-02-12,1981,-1.298,0,snow,2,0,1144.801
1981-02-13,1981,2.924,0,rain,2,0,1144.801
1981-02-14,1981,3.32,0,rain,2,0,1144.801
1981-02-15,1981,2.47,0,rain,2,0,1144.801
1981-02-16,1981,3.793,0,rain,2,0,1144.801
1981-02-17,1981,4.709,0,rain,2,0,1144.801
1981-02-18,1981,5.203,0,rain,2,0,1144.801
1981-02-19,1981,7.199,0,rain,2,0,1144.801
1981-02-20,1981,4.47,0,rain,2,0,1144.801
1981-02-21,1981,-3.009,0,snow,2,0,1144.801
1981-02-22,1981,0.597,0,rain,2,0,1144.801
1981-02-23,1981,4.091,0,rain,2,0,1144.801
1981-02-24,1981,5.76,0,rain,2,0,1144.801
1981-02-25,1981,4.633,881.5930000000001,rain,2,0,1144.801
1981-02-26,1981,1.162,96.94800000000001,rain,2,0,1144.801
1981-02-27,1981,0.157,0,rain,2,0,1144.801
1981-02-28,1981,1.771,274.025,rain,2,0,1144.801
1981-03-01,1981,1.574,596.434,rain,3,0,1144.801
1981-03-02,1981,0.179,3202.8700000000003,rain,3,0,1144.801
1981-03-03,1981,-1.913,168.71299999999997,snow,3,168.71299999999997,1313.514
1981-03-04,1981,-0.822,0,snow,3,0,1313.514
1981-03-05,1981,0.204,607.715,rain,3,0,1313.514
1981-03-06,1981,-2.379,0.9550000000000001,snow,3,0.9550000000000001,1314.4689999999998
1981-03-07,1981,-2.265,0,snow,3,0,1314.4689999999998
1981-03-08,1981,-0.803,0,snow,3,0,1314.4689999999998
1981-03-09,1981,0.362,1.6280000000000001,rain,3,0,1314.4689999999998
1981-03-10,1981,-0.314,493.207,snow,3,493.207,1807.676
1981-03-11,1981,0.256,41.172000000000004,rain,3,0,1807.676
1981-03-12,1981,-0.051,0.266,snow,3,0.266,1807.942
1981-03-13,1981,0.708,711.454,rain,3,0,1807.942
1981-03-14,1981,-1.632,7.326,snow,3,7.326,1815.2679999999998
1981-03-15,1981,1.462,0,rain,3,0,1815.2679999999998
1981-03-16,1981,2.566,0,rain,3,0,1815.2679999999998
1981-03-17,1981,-0.886,0,snow,3,0,1815.2679999999998
1981-03-18,1981,-0.701,0,snow,3,0,1815.2679999999998
1981-03-19,1981,3.956,22.143,rain,3,0,1815.2679999999998
1981-03-20,1981,-0.327,307.53299999999996,snow,3,307.53299999999996,2122.801
1981-03-21,1981,-0.618,0,snow,3,0,2122.801
1981-03-22,1981,2.628,0,rain,3,0,2122.801
1981-03-23,1981,4.911,0,rain,3,0,2122.801
1981-03-24,1981,4.226,0,rain,3,0,2122.801
1981-03-25,1981,4.481,0,rain,3,0,2122.801
1981-03-26,1981,7.18,195.597,rain,3,0,2122.801
1981-03-27,1981,-1.054,723.216,snow,3,723.216,2846.017
1981-03-28,1981,-2.463,1716.54,snow,3,1716.54,4562.557
1981-03-29,1981,1.614,211.32100000000003,rain,3,0,4562.557
1981-03-30,1981,0.268,0,rain,3,0,4562.557
1981-03-31,1981,1.229,0,rain,3,0,4562.557
1981-04-01,1981,6.561,13.808,rain,4,0,0
1981-04-02,1981,5.776,201.35700000000003,rain,4,0,0
1981-04-03,1981,-1.649,391.763,snow,4,391.763,0
1981-04-04,1981,-1.839,0,snow,4,0,0
1981-04-05,1981,2.628,0,rain,4,0,0
1981-04-06,1981,7.338,0,rain,4,0,0
1981-04-07,1981,7.968,0,rain,4,0,0
1981-04-08,1981,7.623,0,rain,4,0,0
1981-04-09,1981,9.622,0,rain,4,0,0
1981-04-10,1981,9.037,0,rain,4,0,0
1981-04-11,1981,8.841,0,rain,4,0,0
1981-04-12,1981,8.131,418.972,rain,4,0,0
1981-04-13,1981,9.438,0,rain,4,0,0
1981-04-14,1981,7.806,429.351,rain,4,0,0
1981-04-15,1981,7.856,381.78499999999997,rain,4,0,0
1981-04-16,1981,10.267,0,rain,4,0,0
1981-04-17,1981,11.613,73.72,rain,4,0,0
1981-04-18,1981,8.405,745.19,rain,4,0,0
1981-04-19,1981,6.448,0,rain,4,0,0
1981-04-20,1981,7.086,0,rain,4,0,0
1981-04-21,1981,8.584,0,rain,4,0,0
1981-04-22,1981,8.234,0,rain,4,0,0
1981-04-23,1981,9.736,0,rain,4,0,0
1981-04-24,1981,11.928,0,rain,4,0,0
1981-04-25,1981,13.046,0,rain,4,0,0
1981-04-26,1981,12.8,0,rain,4,0,0
1981-04-27,1981,11.766,0,rain,4,0,0
1981-04-28,1981,13.388,0,rain,4,0,0
1981-04-29,1981,14.276,0,rain,4,0,0
1981-04-30,1981,15.43,0.8410000000000001,rain,4,0,0
1981-05-01,1981,13.673,374.26099999999997,rain,5,0,0
1981-05-02,1981,13.087,69.482,rain,5,0,0
1981-05-03,1981,9.512,0,rain,5,0,0
1981-05-04,1981,10.236,0,rain,5,0,0
1981-05-05,1981,9.814,0,rain,5,0,0
1981-05-06,1981,9.917,0,rain,5,0,0
1981-05-07,1981,7.505,0,rain,5,0,0
1981-05-08,1981,6.761,0,rain,5,0,0
1981-05-09,1981,6.362,0,rain,5,0,0
1981-05-10,1981,8.83,0,rain,5,0,0
1981-05-11,1981,10.831,0,rain,5,0,0
1981-05-12,1981,11.014,0.627,rain,5,0,0
1981-05-13,1981,10.193,0,rain,5,0,0
1981-05-14,1981,13.124,17.274,rain,5,0,0
1981-05-15,1981,9.705,543.034,rain,5,0,0
1981-05-16,1981,5.072,710.512,rain,5,0,0
1981-05-17,1981,5.69,0,rain,5,0,0
1981-05-18,1981,10.611,0,rain,5,0,0
1981-05-19,1981,13.352,0,rain,5,0,0
1981-05-20,1981,7.756,0,rain,5,0,0
1981-05-21,1981,8.253,0,rain,5,0,0
1981-05-22,1981,10.262,0,rain,5,0,0
1981-05-23,1981,10.638,0,rain,5,0,0
1981-05-24,1981,11.516,0,rain,5,0,0
1981-05-25,1981,13.129,0,rain,5,0,0
1981-05-26,1981,13.646,0,rain,5,0,0
1981-05-27,1981,13.939,207.92200000000003,rain,5,0,0
1981-05-28,1981,12.327,73.95700000000001,rain,5,0,0
1981-05-29,1981,10.827,492.71799999999996,rain,5,0,0
1981-05-30,1981,12.873,145.162,rain,5,0,0
1981-05-31,1981,11.686,422.043,rain,5,0,0
1981-06-01,1981,13.481,0,rain,6,0,0
1981-06-02,1981,15.026,14.040999999999999,rain,6,0,0
1981-06-03,1981,11.992,622.88,rain,6,0,0
1981-06-04,1981,13.813,0,rain,6,0,0
1981-06-05,1981,16.686,0,rain,6,0,0
1981-06-06,1981,18.941,0,rain,6,0,0
1981-06-07,1981,20.33,0,rain,6,0,0
1981-06-08,1981,20.346,0,rain,6,0,0
1981-06-09,1981,20.171,0,rain,6,0,0
1981-06-10,1981,20.098,0,rain,6,0,0
1981-06-11,1981,19.948,0,rain,6,0,0
1981-06-12,1981,19.458,0,rain,6,0,0
1981-06-13,1981,16.194,0,rain,6,0,0
1981-06-14,1981,10.855,0,rain,6,0,0
1981-06-15,1981,10.007,0,rain,6,0,0
1981-06-16,1981,14.793,0,rain,6,0,0
1981-06-17,1981,18.476,0,rain,6,0,0
1981-06-18,1981,19.142,0,rain,6,0,0
1981-06-19,1981,19.85,0,rain,6,0,0
1981-06-20,1981,21.567,0,rain,6,0,0
1981-06-21,1981,20.823,0,rain,6,0,0
1981-06-22,1981,21.359,0,rain,6,0,0
1981-06-23,1981,22.113,0,rain,6,0,0
1981-06-24,1981,23.254,0,rain,6,0,0
1981-06-25,1981,22.43,54.726000000000006,rain,6,0,0
1981-06-26,1981,21.873,0,rain,6,0,0
1981-06-27,1981,20.059,101.286,rain,6,0,0
1981-06-28,1981,18.973,191.92700000000002,rain,6,0,0
1981-06-29,1981,18.814,221.64399999999998,rain,6,0,0
1981-06-30,1981,17.794,1832.73,rain,6,0,0
1981-07-01,1981,15.561,495.35200000000003,rain,7,0,0
1981-07-02,1981,17.455,0,rain,7,0,0
1981-07-03,1981,18.476,0,rain,7,0,0
1981-07-04,1981,20.256,0,rain,7,0,0
1981-07-05,1981,21.118,0,rain,7,0,0
1981-07-06,1981,22.507,32.815,rain,7,0,0
1981-07-07,1981,21.54,19.638,rain,7,0,0
1981-07-08,1981,19.812,1078.92,rain,7,0,0
1981-07-09,1981,18.967,349.60200000000003,rain,7,0,0
1981-07-10,1981,18.574,2.272,rain,7,0,0
1981-07-11,1981,20.244,61.800999999999995,rain,7,0,0
1981-07-12,1981,18.408,959.255,rain,7,0,0
1981-07-13,1981,17.683,391.98499999999996,rain,7,0,0
1981-07-14,1981,18.617,1193.72,rain,7,0,0
1981-07-15,1981,17.663,1877.43,rain,7,0,0
1981-07-16,1981,16.884,1027.86,rain,7,0,0
1981-07-17,1981,16.553,0,rain,7,0,0
1981-07-18,1981,18.638,0,rain,7,0,0
1981-07-19,1981,20.26,0,rain,7,0,0
1981-07-20,1981,21.062,0,rain,7,0,0
1981-07-21,1981,22.166,0,rain,7,0,0
1981-07-22,1981,21.731,0,rain,7,0,0
1981-07-23,1981,20.448,981.433,rain,7,0,0
1981-07-24,1981,20.445,53.165000000000006,rain,7,0,0
1981-07-25,1981,20.17,0.013000000000000001,rain,7,0,0
1981-07-26,1981,18.475,0,rain,7,0,0
1981-07-27,1981,18.756,0,rain,7,0,0
1981-07-28,1981,19.422,0,rain,7,0,0
1981-07-29,1981,20.117,0,rain,7,0,0
1981-07-30,1981,20.355,0,rain,7,0,0
1981-07-31,1981,20.271,168.27499999999998,rain,7,0,0
1981-08-01,1981,19.073,0,rain,8,0,0
1981-08-02,1981,19.702,0,rain,8,0,0
1981-08-03,1981,19.856,0,rain,8,0,0
1981-08-04,1981,20.851,0,rain,8,0,0
1981-08-05,1981,22.089,0,rain,8,0,0
1981-08-06,1981,21.379,0,rain,8,0,0
1981-08-07,1981,19.635,0,rain,8,0,0
1981-08-08,1981,19.516,17.732,rain,8,0,0
1981-08-09,1981,18.938,1216.6799999999998,rain,8,0,0
1981-08-10,1981,15.717,100.184,rain,8,0,0
1981-08-11,1981,14.562,110.886,rain,8,0,0
1981-08-12,1981,13.638,0,rain,8,0,0
1981-08-13,1981,15.033,3.182,rain,8,0,0
1981-08-14,1981,16.251,0,rain,8,0,0
1981-08-15,1981,16.626,0,rain,8,0,0
1981-08-16,1981,17.264,0,rain,8,0,0
1981-08-17,1981,16.345,101.11999999999999,rain,8,0,0
1981-08-18,1981,16.656,0,rain,8,0,0
1981-08-19,1981,17.892,0,rain,8,0,0
1981-08-20,1981,19.484,0,rain,8,0,0
1981-08-21,1981,20.177,159.608,rain,8,0,0
1981-08-22,1981,16.004,0,rain,8,0,0
1981-08-23,1981,18.28,0,rain,8,0,0
1981-08-24,1981,19.322,0,rain,8,0,0
1981-08-25,1981,19.717,0,rain,8,0,0
1981-08-26,1981,19.44,0,rain,8,0,0
1981-08-27,1981,18.12,439.63,rain,8,0,0
1981-08-28,1981,18.337,6.005,rain,8,0,0
1981-08-29,1981,17.774,550.54,rain,8,0,0
1981-08-30,1981,18.698,1497.37,rain,8,0,0
1981-08-31,1981,15.422,759.3299999999999,rain,8,0,0
1981-09-01,1981,15.687,0,rain,9,0,0
1981-09-02,1981,17.439,0,rain,9,0,0
1981-09-03,1981,18.161,9.501,rain,9,0,0
1981-09-04,1981,15.975,3467.46,rain,9,0,0
1981-09-05,1981,13.969,1013.3499999999999,rain,9,0,0
1981-09-06,1981,12.814,0,rain,9,0,0
1981-09-07,1981,12.603,1609.05,rain,9,0,0
1981-09-08,1981,13.421,444.384,rain,9,0,0
1981-09-09,1981,13.863,56.183,rain,9,0,0
1981-09-10,1981,13.913,210.842,rain,9,0,0
1981-09-11,1981,14.442,57.969,rain,9,0,0
1981-09-12,1981,14.983,0,rain,9,0,0
1981-09-13,1981,14.91,1.234,rain,9,0,0
1981-09-14,1981,15.032,71.986,rain,9,0,0
1981-09-15,1981,14.335,779.602,rain,9,0,0
1981-09-16,1981,14.124,0,rain,9,0,0
1981-09-17,1981,14.462,0,rain,9,0,0
1981-09-18,1981,14.726,0,rain,9,0,0
1981-09-19,1981,15.318,0,rain,9,0,0
1981-09-20,1981,15.882,0,rain,9,0,0
1981-09-21,1981,16.071,0,rain,9,0,0
1981-09-22,1981,15.508,211.04899999999998,rain,9,0,0
1981-09-23,1981,12.999,499.465,rain,9,0,0
1981-09-24,1981,13.299,990.154,rain,9,0,0
1981-09-25,1981,13.227,0,rain,9,0,0
1981-09-26,1981,12.95,0,rain,9,0,0
1981-09-27,1981,15.114,0,rain,9,0,0
1981-09-28,1981,15.709,0,rain,9,0,0
1981-09-29,1981,16.27,0,rain,9,0,0
1981-09-30,1981,14.856,8.290999999999999,rain,9,0,0
1981-10-01,1982,13.333,992.9830000000001,rain,10,0,0
1981-10-02,1982,9.614,3245.4,rain,10,0,0
1981-10-03,1982,8.673,6.430000000000001,rain,10,0,0
1981-10-04,1982,9.629,0,rain,10,0,0
1981-10-05,1982,10.395,0,rain,10,0,0
1981-10-06,1982,11.049,0,rain,10,0,0
1981-10-07,1982,11.61,0,rain,10,0,0
1981-10-08,1982,10.691,0,rain,10,0,0
1981-10-09,1982,9.078,0,rain,10,0,0
1981-10-10,1982,10.877,0,rain,10,0,0
1981-10-11,1982,9.223,116.807,rain,10,0,0
1981-10-12,1982,8.553,27.976,rain,10,0,0
1981-10-13,1982,8.146,0,rain,10,0,0
1981-10-14,1982,7.469,40.245000000000005,rain,10,0,0
1981-10-15,1982,6.216,57.465,rain,10,0,0
1981-10-16,1982,2.743,0,rain,10,0,0
1981-10-17,1982,4.261,0,rain,10,0,0
1981-10-18,1982,5.997,0,rain,10,0,0
1981-10-19,1982,7.459,0,rain,10,0,0
1981-10-20,1982,8.587,0,rain,10,0,0
1981-10-21,1982,6.211,0,rain,10,0,0
1981-10-22,1982,6.242,0,rain,10,0,0
1981-10-23,1982,6.378,0,rain,10,0,0
1981-10-24,1982,4.513,0,rain,10,0,0
1981-10-25,1982,3.324,0,rain,10,0,0
1981-10-26,1982,7.902,0,rain,10,0,0
1981-10-27,1982,8.192,0,rain,10,0,0
1981-10-28,1982,9.965,0,rain,10,0,0
1981-10-29,1982,4.79,0,rain,10,0,0
1981-10-30,1982,-0.096,0,snow,10,0,0
1981-10-31,1982,0.85,0,rain,10,0,0
1981-11-01,1982,3.202,0,rain,11,0,0
1981-11-02,1982,5.45,0,rain,11,0,0
1981-11-03,1982,5.628,0,rain,11,0,0
1981-11-04,1982,6.834,0,rain,11,0,0
1981-11-05,1982,7.681,0,rain,11,0,0
1981-11-06,1982,8.425,119.853,rain,11,0,0
1981-11-07,1982,4.143,318.448,rain,11,0,0
1981-11-08,1982,3.83,0,rain,11,0,0
1981-11-09,1982,4.492,0,rain,11,0,0
1981-11-10,1982,4.687,0,rain,11,0,0
1981-11-11,1982,4.836,0,rain,11,0,0
1981-11-12,1982,5.733,0,rain,11,0,0
1981-11-13,1982,7.212,0,rain,11,0,0
1981-11-14,1982,6.387,0,rain,11,0,0
1981-11-15,1982,7.867,0,rain,11,0,0
1981-11-16,1982,8.295,0,rain,11,0,0
1981-11-17,1982,7.31,0,rain,11,0,0
1981-11-18,1982,2.271,0,rain,11,0,0
1981-11-19,1982,-0.938,0,snow,11,0,0
1981-11-20,1982,1.277,0,rain,11,0,0
1981-11-21,1982,3.572,0,rain,11,0,0
1981-11-22,1982,5.392,0,rain,11,0,0
1981-11-23,1982,7.451,0,rain,11,0,0
1981-11-24,1982,8.027,0,rain,11,0,0
1981-11-25,1982,-2.136,0,snow,11,0,0
1981-11-26,1982,-2.437,0,snow,11,0,0
1981-11-27,1982,-0.598,356.33799999999997,snow,11,356.33799999999997,356.33799999999997
1981-11-28,1982,0.27,548.172,rain,11,0,356.33799999999997
1981-11-29,1982,-2.841,732.613,snow,11,732.613,1088.951
1981-11-30,1982,-5.788,0,snow,11,0,1088.951
1981-12-01,1982,-5.359,0,snow,12,0,1088.951
1981-12-02,1982,-2.548,0,snow,12,0,1088.951
1981-12-03,1982,1.518,0,rain,12,0,1088.951
1981-12-04,1982,1.747,0,rain,12,0,1088.951
1981-12-05,1982,2.466,0,rain,12,0,1088.951
1981-12-06,1982,4.565,0,rain,12,0,1088.951
1981-12-07,1982,4.388,0,rain,12,0,1088.951
1981-12-08,1982,4.135,0,rain,12,0,1088.951
1981-12-09,1982,5.074,0,rain,12,0,1088.951
1981-12-10,1982,4.864,0,rain,12,0,1088.951
1981-12-11,1982,3.172,0,rain,12,0,1088.951
1981-12-12,1982,1.646,2.12,rain,12,0,1088.951
1981-12-13,1982,-1.805,0,snow,12,0,1088.951
1981-12-14,1982,0.095,0,rain,12,0,1088.951
1981-12-15,1982,2.079,1028.86,rain,12,0,1088.951
1981-12-16,1982,-1.922,0,snow,12,0,1088.951
1981-12-17,1982,-2.87,0,snow,12,0,1088.951
1981-12-18,1982,-0.519,0,snow,12,0,1088.951
1981-12-19,1982,2.093,0,rain,12,0,1088.951
1981-12-20,1982,5.057,0,rain,12,0,1088.951
1981-12-21,1982,0.062,858.334,rain,12,0,1088.951
1981-12-22,1982,-7.154,0,snow,12,0,1088.951
1981-12-23,1982,-8.554,0,snow,12,0,1088.951
1981-12-24,1982,-7.441,0,snow,12,0,1088.951
1981-12-25,1982,-5.286,0,snow,12,0,1088.951
1981-12-26,1982,-3.55,0,snow,12,0,1088.951
1981-12-27,1982,-3.894,0,snow,12,0,1088.951
1981-12-28,1982,-3.85,0,snow,12,0,1088.951
1981-12-29,1982,-0.851,0,snow,12,0,1088.951
1981-12-30,1982,-0.428,68.972,snow,12,68.972,1157.923
1981-12-31,1982,0.257,208.281,rain,12,0,1157.923
1982-01-01,1982,-1.205,2255.05,snow,1,2255.05,3412.9730000000004
1982-01-02,1982,-8.204,142.305,snow,1,142.305,3555.2780000000002
1982-01-03,1982,-9.516,0.5680000000000001,snow,1,0.5680000000000001,3555.846
1982-01-04,1982,-3.752,731.763,snow,1,731.763,4287.609
1982-01-05,1982,-2.118,673.8169999999999,snow,1,673.8169999999999,4961.426
1982-01-06,1982,-6.661,435.43199999999996,snow,1,435.43199999999996,5396.858
1982-01-07,1982,-12.406,0,snow,1,0,5396.858
1982-01-08,1982,-9.461,0,snow,1,0,5396.858
1982-01-09,1982,-5.245,0,snow,1,0,5396.858
1982-01-10,1982,-2.367,0,snow,1,0,5396.858
1982-01-11,1982,-1.555,619.3199999999999,snow,1,619.3199999999999,6016.178
1982-01-12,1982,-6.064,170.788,snow,1,170.788,6186.966
1982-01-13,1982,-6.541,0,snow,1,0,6186.966
1982-01-14,1982,-3.208,0,snow,1,0,6186.966
1982-01-15,1982,-3.865,0,snow,1,0,6186.966
1982-01-16,1982,-1.334,0,snow,1,0,6186.966
1982-01-17,1982,-0.273,0,snow,1,0,6186.966
1982-01-18,1982,0.085,0,rain,1,0,6186.966
1982-01-19,1982,0.084,0,rain,1,0,6186.966
1982-01-20,1982,-2.007,0,snow,1,0,6186.966
1982-01-21,1982,-4.323,1033.52,snow,1,1033.52,7220.486
1982-01-22,1982,-9.533,0,snow,1,0,7220.486
1982-01-23,1982,-5.038,0,snow,1,0,7220.486
1982-01-24,1982,0.665,0,rain,1,0,7220.486
1982-01-25,1982,3.336,0,rain,1,0,7220.486
1982-01-26,1982,3.9,0,rain,1,0,7220.486
1982-01-27,1982,1.105,0,rain,1,0,7220.486
1982-01-28,1982,0.233,42.51,rain,1,0,7220.486
1982-01-29,1982,-5.115,254.412,snow,1,254.412,7474.898
1982-01-30,1982,-3.247,0,snow,1,0,7474.898
1982-01-31,1982,-4.284,36.264,snow,1,36.264,7511.162
1982-02-01,1982,-6.91,0,snow,2,0,7511.162
1982-02-02,1982,-6.327,0,snow,2,0,7511.162
1982-02-03,1982,-6.264,469.945,snow,2,469.945,7981.107
1982-02-04,1982,-10.766,732.428,snow,2,732.428,8713.535
1982-02-05,1982,-12.565,0,snow,2,0,8713.535
1982-02-06,1982,-10.25,7.1899999999999995,snow,2,7.1899999999999995,8720.725
1982-02-07,1982,-3.913,237.39200000000002,snow,2,237.39200000000002,8958.117
1982-02-08,1982,-6.874,823.1669999999999,snow,2,823.1669999999999,9781.284
1982-02-09,1982,-6.494,581.904,snow,2,581.904,10363.188
1982-02-10,1982,-2.601,2313.79,snow,2,2313.79,12676.978
1982-02-11,1982,-4.886,0,snow,2,0,12676.978
1982-02-12,1982,-3.533,0,snow,2,0,12676.978
1982-02-13,1982,-1.877,86.519,snow,2,86.519,12763.497
1982-02-14,1982,-0.418,110.422,snow,2,110.422,12873.919
1982-02-15,1982,0.213,36.35399999999999,rain,2,0,12873.919
1982-02-16,1982,-0.054,67.91300000000001,snow,2,67.91300000000001,12941.832
1982-02-17,1982,0.201,0,rain,2,0,12941.832
1982-02-18,1982,-0.593,0.115,snow,2,0.115,12941.947
1982-02-19,1982,0.986,0,rain,2,0,12941.947
1982-02-20,1982,3.798,0,rain,2,0,12941.947
1982-02-21,1982,5.885,0,rain,2,0,12941.947
1982-02-22,1982,6.144,0,rain,2,0,12941.947
1982-02-23,1982,4.859,0,rain,2,0,12941.947
1982-02-24,1982,2.919,1575.86,rain,2,0,12941.947
1982-02-25,1982,1.359,31.541999999999998,rain,2,0,12941.947
1982-02-26,1982,1.495,0,rain,2,0,12941.947
1982-02-27,1982,2.522,0,rain,2,0,12941.947
1982-02-28,1982,3.814,0,rain,2,0,12941.947
1982-03-01,1982,4.832,500.97499999999997,rain,3,0,12941.947
1982-03-02,1982,3.648,556.15,rain,3,0,12941.947
1982-03-03,1982,0.856,0.659,rain,3,0,12941.947
1982-03-04,1982,-1.304,0,snow,3,0,12941.947
1982-03-05,1982,-4.838,0,snow,3,0,12941.947
1982-03-06,1982,-3.261,0,snow,3,0,12941.947
1982-03-07,1982,1.091,0,rain,3,0,12941.947
1982-03-08,1982,4.402,0,rain,3,0,12941.947
1982-03-09,1982,4.394,0,rain,3,0,12941.947
1982-03-10,1982,6.05,0,rain,3,0,12941.947
1982-03-11,1982,4.973,2314.15,rain,3,0,12941.947
1982-03-12,1982,2.589,614.759,rain,3,0,12941.947
1982-03-13,1982,2.284,741.496,rain,3,0,12941.947
1982-03-14,1982,2.492,879.582,rain,3,0,12941.947
1982-03-15,1982,0.216,367.055,rain,3,0,12941.947
1982-03-16,1982,1.932,0,rain,3,0,12941.947
1982-03-17,1982,3.681,0,rain,3,0,12941.947
1982-03-18,1982,3.053,537.419,rain,3,0,12941.947
1982-03-19,1982,-3.905,0,snow,3,0,12941.947
1982-03-20,1982,-4.021,0,snow,3,0,12941.947
1982-03-21,1982,-2.452,0,snow,3,0,12941.947
1982-03-22,1982,1.238,0,rain,3,0,12941.947
1982-03-23,1982,2.193,0,rain,3,0,12941.947
1982-03-24,1982,2.415,0,rain,3,0,12941.947
1982-03-25,1982,4.404,714.376,rain,3,0,12941.947
1982-03-26,1982,1.305,1063.54,rain,3,0,12941.947
1982-03-27,1982,3.176,0,rain,3,0,12941.947
1982-03-28,1982,4.585,292.93499999999995,rain,3,0,12941.947
1982-03-29,1982,-1.902,116.498,snow,3,116.498,13058.445
1982-03-30,1982,-0.262,0,snow,3,0,13058.445
1982-03-31,1982,4.413,0,rain,3,0,13058.445
1982-04-01,1982,5.157,818.848,rain,4,0,0
1982-04-02,1982,-0.211,0,snow,4,0,0
1982-04-03,1982,4.662,0,rain,4,0,0
1982-04-04,1982,5.168,0,rain,4,0,0
1982-04-05,1982,3.939,0,rain,4,0,0
1982-04-06,1982,5.219,0,rain,4,0,0
1982-04-07,1982,2.338,0,rain,4,0,0
1982-04-08,1982,2.161,0,rain,4,0,0
1982-04-09,1982,2.378,0,rain,4,0,0
1982-04-10,1982,4.393,0,rain,4,0,0
1982-04-11,1982,9.17,0,rain,4,0,0
1982-04-12,1982,9.785,0,rain,4,0,0
1982-04-13,1982,9.083,0,rain,4,0,0
1982-04-14,1982,8.015,0,rain,4,0,0
1982-04-15,1982,7.302,0,rain,4,0,0
1982-04-16,1982,4.37,0,rain,4,0,0
1982-04-17,1982,6.688,0,rain,4,0,0
1982-04-18,1982,6.605,0,rain,4,0,0
1982-04-19,1982,2.139,0,rain,4,0,0
1982-04-20,1982,-0.911,39.612,snow,4,39.612,0
1982-04-21,1982,-0.057,0,snow,4,0,0
1982-04-22,1982,2.212,572.748,rain,4,0,0
1982-04-23,1982,5.145,263.43299999999994,rain,4,0,0
1982-04-24,1982,6.567,0,rain,4,0,0
1982-04-25,1982,8.266,0,rain,4,0,0
1982-04-26,1982,9.202,0,rain,4,0,0
1982-04-27,1982,9.508,0,rain,4,0,0
1982-04-28,1982,10.395,0,rain,4,0,0
1982-04-29,1982,10.525,1.371,rain,4,0,0
1982-04-30,1982,10.699,113.381,rain,4,0,0
1982-05-01,1982,10.684,126.74700000000001,rain,5,0,0
1982-05-02,1982,9.858,5.552,rain,5,0,0
1982-05-03,1982,10.823,346.39599999999996,rain,5,0,0
1982-05-04,1982,9.568,1084.42,rain,5,0,0
1982-05-05,1982,4.166,236.343,rain,5,0,0
1982-05-06,1982,4.001,0,rain,5,0,0
1982-05-07,1982,7.847,0,rain,5,0,0
1982-05-08,1982,10.109,0,rain,5,0,0
1982-05-09,1982,8.846,0,rain,5,0,0
1982-05-10,1982,7.225,0.637,rain,5,0,0
1982-05-11,1982,5.942,203.22299999999998,rain,5,0,0
1982-05-12,1982,1.975,1008,rain,5,0,0
1982-05-13,1982,5.117,0,rain,5,0,0
1982-05-14,1982,7.037,0,rain,5,0,0
1982-05-15,1982,8.002,0,rain,5,0,0
