Date,waterYear,ppt,tmean,freeze,precip_type,prism_snow_mm,month,prism_snow_mm_accum
1990-08-07,1990,0,16.036,0,rain,0,8,0
1990-08-08,1990,0,18.624,0,rain,0,8,0
1990-08-09,1990,0,18.786,0,rain,0,8,0
1990-08-10,1990,0,18.792,0,rain,0,8,0
1990-08-11,1990,0,17.665,0,rain,0,8,0
1990-08-12,1990,0.269,16.315,0,rain,0,8,0
1990-08-13,1990,13.765,13.042,0,rain,0,8,0
1990-08-14,1990,4.821,13.447,0,rain,0,8,0
1990-08-15,1990,16.185,12.97,0,rain,0,8,0
1990-08-16,1990,6.394,13.247,0,rain,0,8,0
1990-08-17,1990,0,13.977,0,rain,0,8,0
1990-08-18,1990,0,15.308,0,rain,0,8,0
1990-08-19,1990,0,15.132,0,rain,0,8,0
1990-08-20,1990,0.794,15.53,0,rain,0,8,0
1990-08-21,1990,4.831,15.86,0,rain,0,8,0
1990-08-22,1990,0,15.188,0,rain,0,8,0
1990-08-23,1990,0,14.867,0,rain,0,8,0
1990-08-24,1990,0,14.651,0,rain,0,8,0
1990-08-25,1990,0,15.026,0,rain,0,8,0
1990-08-26,1990,0,15.689,0,rain,0,8,0
1990-08-27,1990,0,17.855,0,rain,0,8,0
1990-08-28,1990,0,18.985,0,rain,0,8,0
1990-08-29,1990,0,19.54,0,rain,0,8,0
1990-08-30,1990,0,18.6,0,rain,0,8,0
1990-08-31,1990,0,18.417,0,rain,0,8,0
1990-09-01,1990,0,18.051,0,rain,0,9,0
1990-09-02,1990,9.68,17.717,0,rain,0,9,0
1990-09-03,1990,2.287,17.761,0,rain,0,9,0
1990-09-04,1990,6.355,15.226,0,rain,0,9,0
1990-09-05,1990,4.589,14.69,0,rain,0,9,0
1990-09-06,1990,0.739,15.632,0,rain,0,9,0
1990-09-07,1990,0,16.805,0,rain,0,9,0
1990-09-08,1990,0,16.365,0,rain,0,9,0
1990-09-09,1990,0,17.21,0,rain,0,9,0
1990-09-10,1990,0,17.321,0,rain,0,9,0
1990-09-11,1990,0,18.136,0,rain,0,9,0
1990-09-12,1990,0,18.882,0,rain,0,9,0
1990-09-13,1990,0,19.193,0,rain,0,9,0
1990-09-14,1990,0,19.029,0,rain,0,9,0
1990-09-15,1990,0.95,16.84,0,rain,0,9,0
1990-09-16,1990,6.642,12.073,0,rain,0,9,0
1990-09-17,1990,1.808,12.545,0,rain,0,9,0
1990-09-18,1990,25.751,9.854,0,rain,0,9,0
1990-09-19,1990,5.955,10.391,0,rain,0,9,0
1990-09-20,1990,9.312,8.886,0,rain,0,9,0
1990-09-21,1990,0,11.568,0,rain,0,9,0
1990-09-22,1990,1.966,12.799,0,rain,0,9,0
1990-09-23,1990,0,10.916,0,rain,0,9,0
1990-09-24,1990,0,12.851,0,rain,0,9,0
1990-09-25,1990,0,13.376,0,rain,0,9,0
1990-09-26,1990,0,13.204,0,rain,0,9,0
1990-09-27,1990,6.195,12.212,0,rain,0,9,0
1990-09-28,1990,0.327,10.014,0,rain,0,9,0
1990-09-29,1990,0,10.808,0,rain,0,9,0
1990-09-30,1990,0,10.637,0,rain,0,9,0
1990-10-01,1991,1.655,10.902,0,rain,0,10,0
1990-10-02,1991,0.46,6.607,0,rain,0,10,0
1990-10-03,1991,0,8.382,0,rain,0,10,0
1990-10-04,1991,0,11.078,0,rain,0,10,0
1990-10-05,1991,0,11.313,0,rain,0,10,0
1990-10-06,1991,1.084,11.452,0,rain,0,10,0
1990-10-07,1991,2.265,8.12,0,rain,0,10,0
1990-10-08,1991,0,2.119,0,rain,0,10,0
1990-10-09,1991,0,2.085,0,rain,0,10,0
1990-10-10,1991,0,5.937,0,rain,0,10,0
1990-10-11,1991,0,7.105,0,rain,0,10,0
1990-10-12,1991,0,6.461,0,rain,0,10,0
1990-10-13,1991,0,8.444,0,rain,0,10,0
1990-10-14,1991,0,9.983,0,rain,0,10,0
1990-10-15,1991,0,9.849,0,rain,0,10,0
1990-10-16,1991,0,9.164,0,rain,0,10,0
1990-10-17,1991,0,6.224,0,rain,0,10,0
1990-10-18,1991,8.522,7.508,0,rain,0,10,0
1990-10-19,1991,9.801,6.282,0,rain,0,10,0
1990-10-20,1991,2.038,-0.541,1,snow,2.038,10,0
1990-10-21,1991,0,0.492,0,rain,0,10,0
1990-10-22,1991,0,4.392,0,rain,0,10,0
1990-10-23,1991,0,6.216,0,rain,0,10,0
1990-10-24,1991,0,7.31,0,rain,0,10,0
1990-10-25,1991,0,8.086,0,rain,0,10,0
1990-10-26,1991,0,8.954,0,rain,0,10,0
1990-10-27,1991,0,9.793,0,rain,0,10,0
1990-10-28,1991,0,8.746,0,rain,0,10,0
1990-10-29,1991,0,8.404,0,rain,0,10,0
1990-10-30,1991,0,8.246,0,rain,0,10,0
1990-10-31,1991,0,6.035,0,rain,0,10,0
1990-11-01,1991,19.841,4.156,0,rain,0,11,2.038
1990-11-02,1991,8.067,-0.102,1,snow,8.067,11,10.105
1990-11-03,1991,2.682,-2.03,1,snow,2.682,11,12.786999999999999
1990-11-04,1991,4.175,-0.294,1,snow,4.175,11,16.962
1990-11-05,1991,0,-0.644,1,snow,0,11,16.962
1990-11-06,1991,8.915,-3.878,1,snow,8.915,11,25.877
1990-11-07,1991,0,-3.729,1,snow,0,11,25.877
1990-11-08,1991,0,-0.949,1,snow,0,11,25.877
1990-11-09,1991,0,3.54,0,rain,0,11,25.877
1990-11-10,1991,0,4.789,0,rain,0,11,25.877
1990-11-11,1991,0,5.92,0,rain,0,11,25.877
1990-11-12,1991,0,5.779,0,rain,0,11,25.877
1990-11-13,1991,0,5.375,0,rain,0,11,25.877
1990-11-14,1991,0,6.009,0,rain,0,11,25.877
1990-11-15,1991,0,5.669,0,rain,0,11,25.877
1990-11-16,1991,0,5.024,0,rain,0,11,25.877
1990-11-17,1991,0,4.145,0,rain,0,11,25.877
1990-11-18,1991,0,3.461,0,rain,0,11,25.877
1990-11-19,1991,0,3.198,0,rain,0,11,25.877
1990-11-20,1991,0,-0.342,1,snow,0,11,25.877
1990-11-21,1991,0,-4.395,1,snow,0,11,25.877
1990-11-22,1991,0,-1.296,1,snow,0,11,25.877
1990-11-23,1991,0,2.302,0,rain,0,11,25.877
1990-11-24,1991,0,4.48,0,rain,0,11,25.877
1990-11-25,1991,0,4.454,0,rain,0,11,25.877
1990-11-26,1991,25.155,-2.745,1,snow,25.155,11,51.032
1990-11-27,1991,0,-7.986,1,snow,0,11,51.032
1990-11-28,1991,0,-7.503,1,snow,0,11,51.032
1990-11-29,1991,0,-2.893,1,snow,0,11,51.032
1990-11-30,1991,0,-1.475,1,snow,0,11,51.032
1990-12-01,1991,0,-1.933,1,snow,0,12,51.032
1990-12-02,1991,0,-8.465,1,snow,0,12,51.032
1990-12-03,1991,0,-6.837,1,snow,0,12,51.032
1990-12-04,1991,0,-1.099,1,snow,0,12,51.032
1990-12-05,1991,0,-0.759,1,snow,0,12,51.032
1990-12-06,1991,0,-3.967,1,snow,0,12,51.032
1990-12-07,1991,0,-0.299,1,snow,0,12,51.032
1990-12-08,1991,0,0.74,0,rain,0,12,51.032
1990-12-09,1991,0,2.26,0,rain,0,12,51.032
1990-12-10,1991,0,2.747,0,rain,0,12,51.032
1990-12-11,1991,0,2.102,0,rain,0,12,51.032
1990-12-12,1991,16.978,-1.111,1,snow,16.978,12,68.01
1990-12-13,1991,4.531,-1.48,1,snow,4.531,12,72.541
1990-12-14,1991,0,-7.788,1,snow,0,12,72.541
1990-12-15,1991,25.123,-6.465,1,snow,25.123,12,97.664
1990-12-16,1991,9.726,-4.991,1,snow,9.726,12,107.39
1990-12-17,1991,0,-7.658,1,snow,0,12,107.39
1990-12-18,1991,0,-5.907,1,snow,0,12,107.39
1990-12-19,1991,4.572,-5.79,1,snow,4.572,12,111.962
1990-12-20,1991,16.969,-10.627,1,snow,16.969,12,128.931
1990-12-21,1991,7.817,-17.918,1,snow,7.817,12,136.748
1990-12-22,1991,0,-19.769,1,snow,0,12,136.748
1990-12-23,1991,0,-19.374,1,snow,0,12,136.748
1990-12-24,1991,0,-13.128,1,snow,0,12,136.748
1990-12-25,1991,0,-12.494,1,snow,0,12,136.748
1990-12-26,1991,0,-11.246,1,snow,0,12,136.748
1990-12-27,1991,0,-8.621,1,snow,0,12,136.748
1990-12-28,1991,19.451,-6.676,1,snow,19.451,12,156.199
1990-12-29,1991,4.431,-11.476,1,snow,4.431,12,160.63
1990-12-30,1991,0,-11.191,1,snow,0,12,160.63
1991-01-01,1991,0,-2.217,1,snow,0,1,160.63
1991-01-02,1991,0,-0.949,1,snow,0,1,160.63
1991-01-03,1991,88.383,-1.735,1,snow,88.383,1,249.013
1991-01-04,1991,27.777,-2.868,1,snow,27.777,1,276.79
1991-01-05,1991,2.172,-3.062,1,snow,2.172,1,278.962
1991-01-06,1991,0,-1.766,1,snow,0,1,278.962
1991-01-07,1991,0,-5.25,1,snow,0,1,278.962
1991-01-08,1991,0,-4.061,1,snow,0,1,278.962
1991-01-09,1991,0,-3.901,1,snow,0,1,278.962
1991-01-10,1991,0,-5.137,1,snow,0,1,278.962
1991-01-11,1991,0,-5.885,1,snow,0,1,278.962
1991-01-12,1991,0,-1.943,1,snow,0,1,278.962
1991-01-13,1991,0.413,-1.204,1,snow,0.413,1,279.375
1991-01-14,1991,0,-5.734,1,snow,0,1,279.375
1991-01-15,1991,0.896,-5.233,1,snow,0.896,1,280.271
1991-01-16,1991,0,-6.137,1,snow,0,1,280.271
1991-01-17,1991,0,-5.265,1,snow,0,1,280.271
1991-01-18,1991,0,-3.723,1,snow,0,1,280.271
1991-01-19,1991,0,-4.721,1,snow,0,1,280.271
1991-01-20,1991,3.935,-7.647,1,snow,3.935,1,284.206
1991-01-21,1991,0,-9.547,1,snow,0,1,284.206
1991-01-22,1991,0,-8.22,1,snow,0,1,284.206
1991-01-23,1991,0,-8.134,1,snow,0,1,284.206
1991-01-24,1991,0,-7.789,1,snow,0,1,284.206
1991-01-25,1991,0,-5.957,1,snow,0,1,284.206
1991-01-26,1991,0,-4.77,1,snow,0,1,284.206
1991-01-27,1991,0,-5.399,1,snow,0,1,284.206
1991-01-28,1991,0,-6.128,1,snow,0,1,284.206
1991-01-29,1991,0,-9.008,1,snow,0,1,284.206
1991-01-30,1991,0,-3.717,1,snow,0,1,284.206
1991-01-31,1991,0,-1.036,1,snow,0,1,284.206
1991-02-01,1991,0,-0.537,1,snow,0,2,284.206
1991-02-02,1991,0,-0.413,1,snow,0,2,284.206
1991-02-03,1991,0,-0.955,1,snow,0,2,284.206
1991-02-04,1991,0,-0.375,1,snow,0,2,284.206
1991-02-05,1991,0,0.825,0,rain,0,2,284.206
1991-02-06,1991,0,0.7,0,rain,0,2,284.206
1991-02-07,1991,3.222,1.6,0,rain,0,2,284.206
1991-02-08,1991,0,-0.467,1,snow,0,2,284.206
1991-02-09,1991,0,0.484,0,rain,0,2,284.206
1991-02-10,1991,0,-0.036,1,snow,0,2,284.206
1991-02-11,1991,0,1.381,0,rain,0,2,284.206
1991-02-12,1991,0,1.301,0,rain,0,2,284.206
1991-02-13,1991,0,0.794,0,rain,0,2,284.206
1991-02-14,1991,0,2.214,0,rain,0,2,284.206
1991-02-15,1991,0,2.946,0,rain,0,2,284.206
1991-02-16,1991,3.742,0.73,0,rain,0,2,284.206
1991-02-17,1991,0,-2.058,1,snow,0,2,284.206
1991-02-18,1991,0,-5.001,1,snow,0,2,284.206
1991-02-19,1991,0,-4.128,1,snow,0,2,284.206
1991-02-20,1991,0,2.939,0,rain,0,2,284.206
1991-02-21,1991,0,2.764,0,rain,0,2,284.206
1991-02-22,1991,0,2.729,0,rain,0,2,284.206
1991-02-23,1991,0,1.77,0,rain,0,2,284.206
1991-02-24,1991,0,-0.631,1,snow,0,2,284.206
1991-02-25,1991,0,-2.154,1,snow,0,2,284.206
1991-02-26,1991,0,-2.243,1,snow,0,2,284.206
1991-02-27,1991,0.316,-0.464,1,snow,0.316,2,284.522
1991-02-28,1991,41.648,-0.688,1,snow,41.648,2,326.17
1991-03-01,1991,51.782,-1.071,1,snow,51.782,3,377.952
1991-03-02,1991,0,-1.689,1,snow,0,3,377.952
1991-03-03,1991,0,0.532,0,rain,0,3,377.952
1991-03-04,1991,0,2.324,0,rain,0,3,377.952
1991-03-05,1991,0.004,1.121,0,rain,0,3,377.952
1991-03-06,1991,0,-3.641,1,snow,0,3,377.952
1991-03-07,1991,0,-7.151,1,snow,0,3,377.952
1991-03-08,1991,0,-4.078,1,snow,0,3,377.952
1991-03-09,1991,0,-2.062,1,snow,0,3,377.952
1991-03-10,1991,0,2.115,0,rain,0,3,377.952
1991-03-11,1991,0,-2.719,1,snow,0,3,377.952
1991-03-12,1991,0,-3.122,1,snow,0,3,377.952
1991-03-13,1991,0,-2.208,1,snow,0,3,377.952
1991-03-14,1991,13.521,-4.452,1,snow,13.521,3,391.473
1991-03-15,1991,10.297,-4.243,1,snow,10.297,3,401.77
1991-03-16,1991,0,-3.123,1,snow,0,3,401.77
1991-03-17,1991,0,-2.045,1,snow,0,3,401.77
1991-03-18,1991,0,1.258,0,rain,0,3,401.77
1991-03-19,1991,0.005,0.331,0,rain,0,3,401.77
1991-03-20,1991,16.672,-1.569,1,snow,16.672,3,418.442
1991-03-21,1991,0.007,-4.703,1,snow,0.007,3,418.449
1991-03-22,1991,0,-2.86,1,snow,0,3,418.449
1991-03-23,1991,0,-0.984,1,snow,0,3,418.449
1991-03-24,1991,0,2.204,0,rain,0,3,418.449
1991-03-25,1991,0.656,2.21,0,rain,0,3,418.449
1991-03-26,1991,18.395,-3.07,1,snow,18.395,3,436.844
1991-03-27,1991,7.967,-5.055,1,snow,7.967,3,444.811
1991-03-28,1991,0,-2.654,1,snow,0,3,444.811
1991-03-29,1991,0,-4.308,1,snow,0,3,444.811
1991-03-30,1991,0,0.002,0,rain,0,3,444.811
1991-03-31,1991,0,2.491,0,rain,0,3,444.811
1991-04-01,1991,0,4.271,0,rain,0,4,0
1991-04-02,1991,0,3.223,0,rain,0,4,0
1991-04-03,1991,0,4.353,0,rain,0,4,0
1991-04-04,1991,0,6.155,0,rain,0,4,0
1991-04-05,1991,0,8.635,0,rain,0,4,0
1991-04-06,1991,0,9.215,0,rain,0,4,0
1991-04-07,1991,0,6.807,0,rain,0,4,0
1991-04-08,1991,0,2.105,0,rain,0,4,0
1991-04-09,1991,0,2.397,0,rain,0,4,0
1991-04-10,1991,0,2.405,0,rain,0,4,0
1991-04-11,1991,0,-2.687,1,snow,0,4,0
1991-04-12,1991,0,-4.62,1,snow,0,4,0
1991-04-13,1991,0,-4.232,1,snow,0,4,0
1991-04-14,1991,0,0.529,0,rain,0,4,0
1991-04-15,1991,0,4.323,0,rain,0,4,0
1991-04-16,1991,0,6.491,0,rain,0,4,0
1991-04-17,1991,0,5.552,0,rain,0,4,0
1991-04-18,1991,0,3.585,0,rain,0,4,0
1991-04-19,1991,0,5.087,0,rain,0,4,0
1991-04-20,1991,0,7.598,0,rain,0,4,0
1991-04-21,1991,0,5.019,0,rain,0,4,0
1991-04-22,1991,0,4.829,0,rain,0,4,0
1991-04-23,1991,0,4.177,0,rain,0,4,0
1991-04-24,1991,0,5.663,0,rain,0,4,0
1991-04-25,1991,22.954,4.449,0,rain,0,4,0
1991-04-26,1991,0,-0.666,1,snow,0,4,0
1991-04-27,1991,0,-1.357,1,snow,0,4,0
1991-04-28,1991,0,-1.926,1,snow,0,4,0
1991-04-29,1991,0,1.237,0,rain,0,4,0
1991-04-30,1991,0,1.356,0,rain,0,4,0
1991-05-01,1991,0,6.767,0,rain,0,5,0
1991-05-02,1991,0,4.356,0,rain,0,5,0
1991-05-03,1991,0,3.075,0,rain,0,5,0
1991-05-04,1991,0,2.851,0,rain,0,5,0
1991-05-05,1991,0,5.213,0,rain,0,5,0
1991-05-06,1991,0,7.912,0,rain,0,5,0
1991-05-07,1991,0,9.014,0,rain,0,5,0
1991-05-08,1991,0,11.184,0,rain,0,5,0
1991-05-09,1991,0,12.014,0,rain,0,5,0
1991-05-10,1991,0,9.867,0,rain,0,5,0
1991-05-11,1991,0,6.231,0,rain,0,5,0
1991-05-12,1991,0,6.68,0,rain,0,5,0
1991-05-13,1991,0,10.226,0,rain,0,5,0
1991-05-14,1991,0,9.253,0,rain,0,5,0
1991-05-15,1991,0,4.81,0,rain,0,5,0
1991-05-16,1991,0,8.822,0,rain,0,5,0
1991-05-17,1991,0,10.589,0,rain,0,5,0
1991-05-18,1991,0,12.788,0,rain,0,5,0
1991-05-19,1991,0,13.336,0,rain,0,5,0
1991-05-20,1991,0,12.025,0,rain,0,5,0
1991-05-21,1991,12.141,10.777,0,rain,0,5,0
1991-05-22,1991,0,10.165,0,rain,0,5,0
1991-05-23,1991,0,8.048,0,rain,0,5,0
1991-05-24,1991,0,10.153,0,rain,0,5,0
1991-05-25,1991,0,12.71,0,rain,0,5,0
1991-05-26,1991,0,12.847,0,rain,0,5,0
1991-05-27,1991,0,11.631,0,rain,0,5,0
1991-05-28,1991,0,10.546,0,rain,0,5,0
1991-05-29,1991,0,11.164,0,rain,0,5,0
1991-05-30,1991,0,11.369,0,rain,0,5,0
1991-05-31,1991,5.51,6.675,0,rain,0,5,0
1991-06-01,1991,0,5.878,0,rain,0,6,0
1991-06-02,1991,4.304,6.562,0,rain,0,6,0
1991-06-03,1991,0,9.854,0,rain,0,6,0
1991-06-04,1991,0,13.496,0,rain,0,6,0
1991-06-05,1991,0.88,14.038,0,rain,0,6,0
1991-06-06,1991,0,11.247,0,rain,0,6,0
1991-06-07,1991,0,13.732,0,rain,0,6,0
1991-06-08,1991,0,15.608,0,rain,0,6,0
1991-06-09,1991,0.075,15.645,0,rain,0,6,0
1991-06-10,1991,5.061,14.177,0,rain,0,6,0
1991-06-11,1991,15.92,13.441,0,rain,0,6,0
1991-06-12,1991,14.322,12.387,0,rain,0,6,0
1991-06-13,1991,0.105,13.306,0,rain,0,6,0
1991-06-14,1991,2.347,12.749,0,rain,0,6,0
1991-06-15,1991,0,14.289,0,rain,0,6,0
1991-06-16,1991,0,15.265,0,rain,0,6,0
1991-06-17,1991,0,16.286,0,rain,0,6,0
1991-06-18,1991,0,18.126,0,rain,0,6,0
1991-06-19,1991,0,16.296,0,rain,0,6,0
1991-06-20,1991,0,14.812,0,rain,0,6,0
1991-06-21,1991,0,15.138,0,rain,0,6,0
1991-06-22,1991,0,14.422,0,rain,0,6,0
1991-06-23,1991,0,15.078,0,rain,0,6,0
1991-06-24,1991,0,15.646,0,rain,0,6,0
1991-06-25,1991,0,17.225,0,rain,0,6,0
1991-06-26,1991,0,15.918,0,rain,0,6,0
1991-06-27,1991,0,15.897,0,rain,0,6,0
1991-06-28,1991,0,17.151,0,rain,0,6,0
1991-06-29,1991,0,17.234,0,rain,0,6,0
1991-06-30,1991,0,15.761,0,rain,0,6,0
1991-07-01,1991,0,17.425,0,rain,0,7,0
1991-07-02,1991,0,19.187,0,rain,0,7,0
1991-07-03,1991,0,18.872,0,rain,0,7,0
1991-07-04,1991,0,18.599,0,rain,0,7,0
1991-07-05,1991,0,19.508,0,rain,0,7,0
1991-07-06,1991,0,20.479,0,rain,0,7,0
1991-07-07,1991,6.059,20.091,0,rain,0,7,0
1991-07-08,1991,1.965,16.918,0,rain,0,7,0
1991-07-09,1991,0,16.622,0,rain,0,7,0
1991-07-10,1991,0,16.448,0,rain,0,7,0
1991-07-11,1991,1.001,16.849,0,rain,0,7,0
1991-07-12,1991,0,17.518,0,rain,0,7,0
1991-07-13,1991,0,16.786,0,rain,0,7,0
1991-07-14,1991,0,17.09,0,rain,0,7,0
1991-07-15,1991,4.167,17.197,0,rain,0,7,0
1991-07-16,1991,0,18.083,0,rain,0,7,0
1991-07-17,1991,0,18.254,0,rain,0,7,0
1991-07-18,1991,0,17.763,0,rain,0,7,0
1991-07-19,1991,0,17.892,0,rain,0,7,0
1991-07-20,1991,0,15.391,0,rain,0,7,0
1991-07-21,1991,0,15.455,0,rain,0,7,0
1991-07-22,1991,0,16.75,0,rain,0,7,0
1991-07-23,1991,12.185,16.184,0,rain,0,7,0
1991-07-24,1991,18.398,15.129,0,rain,0,7,0
1991-07-25,1991,0,14.606,0,rain,0,7,0
1991-07-26,1991,0,15.523,0,rain,0,7,0
1991-07-27,1991,0,17.095,0,rain,0,7,0
1991-07-28,1991,0,19.094,0,rain,0,7,0
1991-07-29,1991,0,18.224,0,rain,0,7,0
1991-07-30,1991,0,17.113,0,rain,0,7,0
1991-07-31,1991,14.969,18.482,0,rain,0,7,0
1991-08-01,1991,6.17,16.403,0,rain,0,8,0
1991-08-02,1991,2.669,17.095,0,rain,0,8,0
1991-08-03,1991,1.465,15.275,0,rain,0,8,0
1991-08-04,1991,10.991,15.732,0,rain,0,8,0
1991-08-05,1991,2.752,16.527,0,rain,0,8,0
1991-08-06,1991,11.555,14.381,0,rain,0,8,0
1991-08-07,1991,0,15.597,0,rain,0,8,0
1991-08-08,1991,0,17.004,0,rain,0,8,0
1991-08-09,1991,0,17.122,0,rain,0,8,0
1991-08-10,1991,0,15.676,0,rain,0,8,0
1991-08-11,1991,15.956,15.675,0,rain,0,8,0
1991-08-12,1991,0,15.714,0,rain,0,8,0
1991-08-13,1991,0,16.631,0,rain,0,8,0
1991-08-14,1991,0,17.652,0,rain,0,8,0
1991-08-15,1991,0,17.821,0,rain,0,8,0
1991-08-16,1991,0,17.939,0,rain,0,8,0
1991-08-17,1991,0,18.39,0,rain,0,8,0
1991-08-18,1991,2.693,15.396,0,rain,0,8,0
1991-08-19,1991,0,15.868,0,rain,0,8,0
1991-08-20,1991,0,17.752,0,rain,0,8,0
1991-08-21,1991,0,19.195,0,rain,0,8,0
1991-08-22,1991,0,18.904,0,rain,0,8,0
1991-08-23,1991,0,17.277,0,rain,0,8,0
1991-08-24,1991,12.702,16.658,0,rain,0,8,0
1991-08-25,1991,17.098,17.688,0,rain,0,8,0
1991-08-26,1991,6.775,17.436,0,rain,0,8,0
1991-08-27,1991,0,16.927,0,rain,0,8,0
1991-08-28,1991,0,15.714,0,rain,0,8,0
1991-08-29,1991,0,17.583,0,rain,0,8,0
1991-08-30,1991,0,18.479,0,rain,0,8,0
1991-08-31,1991,0,16.868,0,rain,0,8,0
1991-09-01,1991,0,15.951,0,rain,0,9,0
1991-09-02,1991,0,16.147,0,rain,0,9,0
1991-09-03,1991,0,18.244,0,rain,0,9,0
1991-09-04,1991,20.873,15.054,0,rain,0,9,0
1991-09-05,1991,12.245,13.341,0,rain,0,9,0
1991-09-06,1991,7.085,12.69,0,rain,0,9,0
1991-09-07,1991,0,12.118,0,rain,0,9,0
1991-09-08,1991,0,12.805,0,rain,0,9,0
1991-09-09,1991,0,14.392,0,rain,0,9,0
1991-09-10,1991,12.447,13.285,0,rain,0,9,0
1991-09-11,1991,13.117,12.792,0,rain,0,9,0
1991-09-12,1991,0.588,12.02,0,rain,0,9,0
1991-09-13,1991,0,10.226,0,rain,0,9,0
1991-09-14,1991,0,11.253,0,rain,0,9,0
1991-09-15,1991,0,10.607,0,rain,0,9,0
1991-09-16,1991,0,10.252,0,rain,0,9,0
1991-09-17,1991,0,12.78,0,rain,0,9,0
1991-09-18,1991,0,13.087,0,rain,0,9,0
1991-09-19,1991,0,11.377,0,rain,0,9,0
1991-09-20,1991,0,11.517,0,rain,0,9,0
1991-09-21,1991,0,13.458,0,rain,0,9,0
1991-09-22,1991,0,14.284,0,rain,0,9,0
1991-09-23,1991,0,13.203,0,rain,0,9,0
1991-09-24,1991,0,13.56,0,rain,0,9,0
1991-09-25,1991,0,14.459,0,rain,0,9,0
1991-09-26,1991,0,14.192,0,rain,0,9,0
1991-09-27,1991,0,14.275,0,rain,0,9,0
1991-09-28,1991,0,12.629,0,rain,0,9,0
1991-09-29,1991,0,12.127,0,rain,0,9,0
1991-09-30,1991,0,11.563,0,rain,0,9,0
1991-10-01,1992,0,11.617,0,rain,0,10,0
1991-10-02,1992,0,13.441,0,rain,0,10,0
1991-10-03,1992,0,12.902,0,rain,0,10,0
1991-10-04,1992,0,10.293,0,rain,0,10,0
1991-10-05,1992,0,10.286,0,rain,0,10,0
1991-10-06,1992,0,11.271,0,rain,0,10,0
1991-10-07,1992,0,12.614,0,rain,0,10,0
1991-10-08,1992,0,13.2,0,rain,0,10,0
1991-10-09,1992,0,13.657,0,rain,0,10,0
1991-10-10,1992,0,13.808,0,rain,0,10,0
1991-10-11,1992,0,13.499,0,rain,0,10,0
1991-10-12,1992,0,12.803,0,rain,0,10,0
1991-10-13,1992,0,12.406,0,rain,0,10,0
1991-10-14,1992,0,12.177,0,rain,0,10,0
1991-10-15,1992,0,13.615,0,rain,0,10,0
1991-10-16,1992,0,13.504,0,rain,0,10,0
1991-10-17,1992,0,12.857,0,rain,0,10,0
1991-10-18,1992,0,13.182,0,rain,0,10,0
1991-10-19,1992,0,11.077,0,rain,0,10,0
1991-10-20,1992,0,9.579,0,rain,0,10,0
1991-10-21,1992,0,9.244,0,rain,0,10,0
1991-10-22,1992,0,7.768,0,rain,0,10,0
1991-10-23,1992,0,6.737,0,rain,0,10,0
1991-10-24,1992,0,4.468,0,rain,0,10,0
1991-10-25,1992,0,3.907,0,rain,0,10,0
1991-10-26,1992,2.006,4.446,0,rain,0,10,0
1991-10-27,1992,15.984,1.938,0,rain,0,10,0
1991-10-28,1992,0.811,-6.456,1,snow,0.811,10,0
1991-10-29,1992,15.186,-6.206,1,snow,15.186,10,0
1991-10-30,1992,16.984,-5.369,1,snow,16.984,10,0
1991-10-31,1992,0,-4.556,1,snow,0,10,0
1991-11-01,1992,0,-3.307,1,snow,0,11,32.981
1991-11-02,1992,0,-6.882,1,snow,0,11,32.981
1991-11-03,1992,0,-4.483,1,snow,0,11,32.981
1991-11-04,1992,0,0.314,0,rain,0,11,32.981
1991-11-05,1992,0,5.571,0,rain,0,11,32.981
1991-11-06,1992,0,5.446,0,rain,0,11,32.981
1991-11-07,1992,0,5.112,0,rain,0,11,32.981
1991-11-08,1992,0,6.03,0,rain,0,11,32.981
1991-11-09,1992,14.54,7.672,0,rain,0,11,32.981
1991-11-10,1992,25.84,2.691,0,rain,0,11,32.981
1991-11-11,1992,15.788,3.683,0,rain,0,11,32.981
1991-11-12,1992,0,4.122,0,rain,0,11,32.981
1991-11-13,1992,2.482,4.229,0,rain,0,11,32.981
1991-11-14,1992,21.694,1.75,0,rain,0,11,32.981
1991-11-15,1992,28.915,-0.378,1,snow,28.915,11,61.896
1991-11-16,1992,11.637,-1.678,1,snow,11.637,11,73.533
1991-11-17,1992,3.026,-0.07,1,snow,3.026,11,76.559
1991-11-18,1992,0,-3.596,1,snow,0,11,76.559
1991-11-19,1992,0,-5.281,1,snow,0,11,76.559
1991-11-20,1992,0,0.275,0,rain,0,11,76.559
1991-11-21,1992,0,0.161,0,rain,0,11,76.559
1991-11-22,1992,0,-8.515,1,snow,0,11,76.559
1991-11-23,1992,0,-7.778,1,snow,0,11,76.559
1991-11-24,1992,0,-0.457,1,snow,0,11,76.559
1991-11-25,1992,0,1.077,0,rain,0,11,76.559
1991-11-26,1992,0,0.742,0,rain,0,11,76.559
1991-11-27,1992,0,2.512,0,rain,0,11,76.559
1991-11-28,1992,3.496,0.346,0,rain,0,11,76.559
1991-11-29,1992,3.034,-5.157,1,snow,3.034,11,79.593
1991-11-30,1992,37.232,-9.212,1,snow,37.232,11,116.825
1991-12-01,1992,0.008,-10.126,1,snow,0.008,12,116.833
1991-12-02,1992,0,-10.447,1,snow,0,12,116.833
1991-12-03,1992,0,-3.751,1,snow,0,12,116.833
1991-12-04,1992,0,0.565,0,rain,0,12,116.833
1991-12-05,1992,0,1.036,0,rain,0,12,116.833
1991-12-06,1992,0,2.213,0,rain,0,12,116.833
